Company,Product,TypeName,Inches,Ram,OS,Weight,Price,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,ppi,Price_log
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,16,Windows 10,1.63,1468.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Nvidia,GeForce 940MX,141.21199808219862,7.292337176173877
Asus,VivoBook S14,Notebook,14.0,4,Windows 10,1.3,509.0,Standard,1366,768,0,0,0,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,111.93520355955211,6.234410725718371
Asus,Rog GL702VS-GC095T,Gaming,17.3,16,Windows 10,2.9,2122.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,127.33567457123111,7.660585461703256
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,649.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce GTX 940M,106.11306214269258,6.476972362889683
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,No OS,2.2,549.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Nvidia,GeForce 940MX,100.45466986113651,6.309918278226516
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,8,Windows 10,2.5,1265.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,141.21199808219862,7.143617602704121
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,No OS,2.2,359.99,Standard,1366,768,0,0,0,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,100.45466986113651,5.888850257118181
HP,EliteBook x360,2 in 1 Convertible,13.3,16,Windows 10,1.28,1975.0,Full HD,1920,1080,1,0,0,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.588829878307813
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.2,1043.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M,141.21199808219862,6.950814768442584
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,8,Windows 10,2.3,819.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,141.21199808219862,6.709304340258298
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,469.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,141.21199808219862,6.152732694704104
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,8,Windows 10,1.1,999.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.907755278982137
Dell,XPS 13,Ultrabook,13.3,16,Windows 10,1.21,2499.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,1024,0,SSD,No,Intel,UHD Graphics 620,331.2642361026012,7.824046010856292
MSI,GE63VR 7RF,Gaming,15.6,16,Windows 10,2.8,2099.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,141.21199808219862,7.649692623711514
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,8,Windows 10,2.23,469.0,Full HD,1920,1080,0,0,0,AMD,2.2,A8-Series 7410,256,0,SSD,No,AMD,Radeon R5,141.21199808219862,6.152732694704104
Asus,VivoBook Flip,2 in 1 Convertible,11.6,2,Windows 10,1.1,275.0,Standard,1366,768,1,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,135.0942111925629,5.62040086571715
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.33,844.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,141.21199808219862,6.739336627357174
HP,Spectre x360,2 in 1 Convertible,13.3,16,Windows 10,1.29,2449.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,1024,0,SSD,No,Intel,UHD Graphics 620,331.2642361026012,7.803843303538772
Lenovo,ThinkPad 13,Notebook,13.3,4,Chrome OS,1.45,459.9,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core 3855U,16,0,Flash Storage,No,Intel,HD Graphics 510,117.82653006268643,6.133181099726462
HP,ProBook 640,Notebook,14.0,8,Windows 10,1.95,980.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.8885724595653635
Acer,TravelMate B,Notebook,11.6,4,Windows 10,1.4,485.0,Standard,1366,768,0,0,0,Intel,1.6,Pentium Quad Core N3710,128,0,Flash Storage,No,Intel,HD Graphics 405,135.0942111925629,6.186208623900494
HP,Elitebook 840,Notebook,14.0,8,Windows 10,1.48,1292.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.164720378771857
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,4,Windows 10,2.79,589.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,106.11306214269258,6.380122536899765
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,8,Windows 10,2.0,1094.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.9985096422506015
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,902.0,Full HD,1366,768,0,1,0,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,100.45466986113651,6.805722553416985
Acer,Aspire 5,Notebook,15.6,8,Windows 10,2.2,659.0,Standard,1366,768,0,0,0,AMD,2.7,A12-Series 9720P,256,0,SSD,No,AMD,Radeon RX 540,100.45466986113651,6.492239835020471
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,4,Windows 10,1.44,292.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,111.93520355955211,5.680172609017068
Acer,Aspire E5-575,Notebook,15.6,6,Windows 10,2.23,549.0,Standard,1366,768,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.309918278226516
Asus,VivoBook S15,Ultrabook,15.6,8,Windows 10,1.7,1049.9,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,141.21199808219862,6.957402218871551
HP,Elitebook 820,Ultrabook,12.5,8,Windows 10,1.26,1335.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,176.23257360658386,7.197435354096591
Dell,XPS 15,Notebook,15.6,32,Windows 10,2.06,2639.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,1024,0,SSD,No,Nvidia,GeForce GTX 1050,282.42399616439724,7.878534196140362
MSI,GL72M 7REX,Gaming,17.3,8,Windows 10,2.7,1199.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,127.33567457123111,7.090076835776092
Toshiba,Satellite Pro,Notebook,15.6,8,Windows 10,2.0,943.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,6.8501261661455
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,8,Windows 10,2.0,1334.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,1024,SSD,HDD,Intel,HD Graphics 620,157.3505121487356,7.19668657083435
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,4,Windows 10,1.85,449.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,141.21199808219862,6.1092475827643655
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,8,Windows 10,2.5,999.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.907755278982137
HP,EliteBook 840,Notebook,14.0,8,Windows 10,1.48,1268.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.1459844677143876
Dell,Inspiron 7570,Ultrabook,15.6,8,Windows 10,1.9,1049.0,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,Nvidia,GeForce 940MX,141.21199808219862,6.956545443151569
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1144.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,7.0431599159883405
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,4,Linux,2.0,274.99,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,100.45466986113651,5.620364633176702
Dell,Inspiron 7570,Notebook,15.6,8,Windows 10,2.0,1142.75,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 940MX,141.21199808219862,7.042067616589731
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,274.9,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics,100.45466986113651,5.62003848122324
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,12,Windows 10,2.2,899.0,Full HD,1920,1080,0,0,0,AMD,3.6,A12-Series 9720P,2048,0,HDD,No,AMD,Radeon 530,141.21199808219862,6.802394763324311
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.1,716.0,Full HD,1920,1080,0,1,0,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 930MX ,141.21199808219862,6.57507584059962
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,Windows 10,1.4,2099.0,4K Ultra HD,3840,2160,1,1,0,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,316.96506044349616,7.649692623711514
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.2,1579.0,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,165.6321180513006,7.365180126021013
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1129.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,141.21199808219862,7.029972911706386
HP,Stream 14-AX001nv,Notebook,14.0,2,Windows 10,1.44,279.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,32,0,Flash Storage,No,Intel,HD Graphics 400,111.93520355955211,5.634789603169249
Dell,Latitude 5590,Ultrabook,15.6,16,Windows 10,1.88,1607.96,Full HD,1920,1080,0,0,0,Intel,1.9,Core i7 8650U,512,256,SSD,SSD,Intel,UHD Graphics 620,141.21199808219862,7.383343286521773
Asus,VivoBook Flip,2 in 1 Convertible,11.6,4,Windows 10,1.5,375.0,Standard,1366,768,1,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,135.0942111925629,5.929589143389895
Dell,Inspiron 5570,Ultrabook,15.6,8,Windows 10,1.9,663.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,AMD,Radeon 530,141.21199808219862,6.498282149476434
Dell,XPS 15,Notebook,15.6,16,Windows 10,2.06,2027.42,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,282.42399616439724,7.615012443860422
HP,Elitebook 850,Notebook,15.6,8,Windows 10,1.84,1304.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,141.21199808219862,7.173958319756794
MSI,GP72MVR 7RFX,Gaming,17.3,8,Windows 10,2.7,1409.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,127.33567457123111,7.251344983372214
HP,Zbook 15,Workstation,15.6,8,Windows 10,2.6,1738.27,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,141.21199808219862,7.461220763947065
Toshiba,Tecra A50-C-21G,Notebook,15.6,16,Windows 10,2.4,1403.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Nvidia,GeForce 930M,141.21199808219862,7.247080584585756
Dell,Inspiron 5570,Notebook,15.6,8,Windows 10,2.02,970.9,Full HD,1920,1080,0,0,0,Intel,1.8,Core i7 8550U,128,2048,SSD,HDD,AMD,Radeon 530,141.21199808219862,6.879252918509425
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,No OS,2.2,321.99,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,100.45466986113651,5.777621362991072
Dell,Inspiron 7577,Gaming,15.6,8,Windows 10,2.65,999.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.907755278982137
Dell,Inspiron 3567,Notebook,15.6,8,Windows 10,2.36,557.37,Standard,1366,768,1,0,0,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Intel,HD Graphics 620,100.45466986113651,6.32502182507656
Dell,Latitude 7480,Notebook,14.0,8,Windows 10,1.36,1427.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.2640301428995295
HP,250 G6,Notebook,15.6,4,Windows 10,1.86,439.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,100.45466986113651,6.0867747269123065
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,8,Windows 10,2.0,945.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.852242569051878
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,6,Windows 10,2.8,719.0,Standard,1600,900,0,0,0,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 940MX,106.11306214269258,6.579251212010101
HP,250 G6,Notebook,15.6,8,Windows 10,1.86,639.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,141.21199808219862,6.461468176353717
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,8,No OS,2.2,499.0,Standard,1366,768,0,0,0,Intel,2.0,Core i3 6006U,256,0,SSD,No,Nvidia,GeForce 920MX ,100.45466986113651,6.214608098422191
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,8,Windows 10,2.04,389.0,Standard,1366,768,0,0,0,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405,100.45466986113651,5.966146739123692
Dell,Inspiron 5770,Notebook,17.3,8,Windows 10,2.8,1085.0,Full HD,1920,1080,0,0,0,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,127.33567457123111,6.990256500493881
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,No OS,2.4,809.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,141.21199808219862,6.697034247666484
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.33,899.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,141.21199808219862,6.802394763324311
HP,Elitebook 1040,Ultrabook,14.0,8,Windows 10,1.36,1750.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.467942332285852
Asus,ZenBook Flip,2 in 1 Convertible,15.6,12,Windows 10,2.26,1099.0,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GT 940MX,141.21199808219862,7.003065458786462
Acer,Aspire 3,Notebook,15.6,4,Windows 10,2.1,426.0,Standard,1366,768,0,0,0,AMD,3.0,A9-Series 9420,128,0,SSD,No,AMD,Radeon R5,100.45466986113651,6.056784013228625
Asus,Rog Strix,Gaming,17.3,16,Windows 10,3.25,2199.0,Full HD,1920,1080,0,1,0,AMD,3.0,Ryzen 1700,256,1024,SSD,HDD,AMD,Radeon RX 580,127.33567457123111,7.696212639346407
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,4,Windows 10,2.6,489.0,Standard,1600,900,0,0,0,AMD,2.2,A8-Series 7410,128,0,SSD,No,AMD,Radeon R5,106.11306214269258,6.194405391104672
Dell,Inspiron 5379,2 in 1 Convertible,13.3,8,Windows 10,1.62,869.01,Full HD,1920,1080,1,0,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,165.6321180513006,6.768504705835444
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,4,Windows 10,1.91,488.99,Full HD,1920,1080,0,0,0,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,141.21199808219862,6.194384982733157
Lenovo,Yoga 11e,Netbook,11.6,4,Windows 10,1.59,553.0,Standard,1366,768,0,1,0,Intel,1.1,Celeron Quad Core N3450,128,0,SSD,No,Intel,HD Graphics 500,135.0942111925629,6.317164686747284
Dell,Inspiron 3552,Notebook,15.6,4,Windows 10,1.8,309.0,Standard,1366,768,0,0,0,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,100.45466986113651,5.736572297479192
Asus,VivoBook E403NA,Notebook,14.0,4,Windows 10,1.5,286.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,111.93520355955211,5.659482215759621
Acer,Aspire 7,Notebook,15.6,8,Linux,2.4,846.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.741700694652055
HP,Omen 17-w212nv,Gaming,17.3,8,Windows 10,3.35,1191.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,127.33567457123111,7.083387847625295
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,4,No OS,1.85,403.5,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,141.21199808219862,6.002651736498547
Asus,ROG Strix,Gaming,15.6,8,Windows 10,2.3,1655.0,Full HD,1920,1080,0,1,0,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,141.21199808219862,7.412160334945205
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,8,Windows 10,1.5,1099.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,157.3505121487356,7.003065458786462
Asus,Zenbook Flip,Ultrabook,13.3,16,Windows 10,1.1,1748.9,Full HD,1920,1080,1,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,7.467313922427702
Lenovo,Thinkpad X1,Ultrabook,14.0,8,Windows 10,1.13,2282.0,Standard,2560,1440,0,1,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,209.8006828649808,7.733245646529795
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,4,Windows 10,1.5,549.0,Full HD,1920,1080,0,1,0,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.309918278226516
Dell,Precision 3510,Workstation,15.6,8,Windows 10,2.23,1369.0,Full HD,1920,1080,0,0,0,Intel,2.6,Core i5 6440HQ,500,0,HDD,No,AMD,FirePro W5130M,141.21199808219862,7.222566018822171
Dell,Precision 5520,Workstation,15.6,8,Windows 10,2.0,2135.0,Full HD,1920,1080,0,1,0,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M1200,141.21199808219862,7.666690200080086
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,16,Windows 10,1.42,2509.0,Standard,2560,1440,1,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,209.8006828649808,7.828038032125829
Asus,Rog GL753VD-GC042T,Gaming,17.3,8,Windows 10,3.0,1039.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,127.33567457123111,6.946975992135418
Asus,Rog GL753VE-GC070T,Gaming,17.3,16,Windows 10,3.0,1591.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,127.33567457123111,7.3727463664043285
Acer,Aspire 5,Notebook,15.6,12,Windows 10,2.2,693.99,Standard,1366,768,0,1,0,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX130,100.45466986113651,6.5438974569720685
MSI,Leopard GP72M,Gaming,17.3,8,Windows 10,2.7,1349.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,127.33567457123111,7.2078598714324755
Dell,Inspiron 5567,Notebook,15.6,8,Linux,2.33,778.87,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,141.21199808219862,6.659127239126539
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,4,Windows 10,1.91,499.0,Full HD,1920,1080,0,0,0,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon 520,141.21199808219862,6.214608098422191
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1229.56,Full HD,1920,1080,0,1,0,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,141.21199808219862,7.115224629308743
Lenovo,ThinkPad L470,Notebook,14.0,8,Windows 10,1.9,938.0,Full HD,1920,1080,0,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,6.844815479208263
Dell,Precision M5520,Workstation,15.6,8,Windows 10,1.78,2712.0,4K Ultra HD,3840,2160,1,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,282.42399616439724,7.905810312658931
Lenovo,Thinkpad X1,Ultrabook,14.0,16,Windows 10,1.13,2625.0,Standard,2560,1440,0,1,0,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,209.8006828649808,7.873217054862741
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,4,Windows 10,2.2,306.0,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,100.45466986113651,5.726847747587197
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,2.9,1529.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,127.33567457123111,7.333023014386481
Lenovo,ThinkPad E580,Notebook,15.6,8,Windows 10,2.1,1144.5,Full HD,1920,1080,0,1,0,Intel,1.6,Core i5 8250U,256,1024,SSD,HDD,AMD,Radeon RX 550,141.21199808219862,7.04359650189355
Acer,Aspire 7,Notebook,15.6,8,Linux,2.5,879.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,141.21199808219862,6.779921907472252
MSI,GE73VR 7RF,Gaming,17.3,16,Windows 10,2.8,2249.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,127.33567457123111,7.718685495198466
Asus,Zenbook 3,Ultrabook,14.0,8,Windows 10,1.1,1873.0,Full HD,1920,1080,0,0,0,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,157.3505121487356,7.535830462798367
Toshiba,Portege Z30-C-16P,Ultrabook,13.3,16,Windows 10,1.2,1747.0,Full HD,1920,1080,0,0,0,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,7.466227556215481
Dell,Latitude 7480,Ultrabook,14.0,8,Windows 10,1.36,1680.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7600U,512,0,SSD,No,Intel,HD Graphics,157.3505121487356,7.427144133408616
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4,Windows 10,2.2,409.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,141.21199808219862,6.016157159698354
Lenovo,Lenovo IdeaPad,Notebook,11.6,2,Windows 10,1.15,304.45,Standard,1366,768,0,0,0,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,135.0942111925629,5.721786099095776
Lenovo,ThinkPad P51,Workstation,15.6,8,Windows 10,2.67,1925.0,Full HD,1920,1080,0,0,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,Quadro M1200,141.21199808219862,7.563200592358071
Lenovo,Thinkpad T470p,Ultrabook,14.0,8,Windows 10,1.7,1943.0,Full HD,2560,1440,0,1,0,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GT 940MX,209.8006828649808,7.572502985020384
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,4,Windows 10,2.1,469.0,Full HD,1920,1080,0,0,0,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon 520,141.21199808219862,6.152732694704104
Acer,Aspire R7,2 in 1 Convertible,13.3,8,Windows 10,1.6,789.01,Full HD,1920,1080,1,1,0,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,165.6321180513006,6.672045603608801
Asus,ZenBook Flip,2 in 1 Convertible,13.3,8,Windows 10,1.27,928.0,Full HD,1920,1080,1,1,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,165.6321180513006,6.834108738813838
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.3,598.9,Full HD,1920,1080,0,0,0,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M430,141.21199808219862,6.3967629746590475
